step,hour,action,action_description,pv_power_kw,load_kw,grid_import_kw,grid_export_kw,battery_charge_kw,battery_discharge_kw,soc,soh,battery_temp_k,grid_price,cost_grid_import,revenue_grid_export,soc_penalty,thermal_penalty,reward,td_error,cumulative_cost,cumulative_revenue
0,0,3,Grid -> Load; Grid -> Battery (arbitrage),0.0,1.536634426000764,3.536634426000764,0.0,2.0,0.0,0.596,1.0,298.3196834741306,0.08433788819868285,0.2982722788196653,0.0,0.0,0.0,-0.2982722788196653,0.2984883110934792,0.2982722788196653,0.0
1,1,0,PV -> Load; excess PV -> Battery,0.0,1.6017267480118285,1.6017267480118285,0.0,0.0,0.0,0.596,1.0,298.3196834741306,0.08030691541892085,0.12862973447680906,0.0,0.0,0.0,-0.12862973447680906,0.12880252815754875,0.42690201329647437,0.0
2,2,2,Battery -> Load; Grid supplements if needed,0.0,1.4121705927971895,0.0,0.0,0.0,1.4121705927971895,0.5208845429363197,1.0,298.40562039016197,0.08098025833329227,0.0,0.0,0.0,0.0,0.0,0.005772185952076074,0.42690201329647437,0.0
3,3,1,PV -> Load; excess PV -> Grid (sell),0.0,1.3636990315311979,1.3636990315311979,0.0,0.0,0.0,0.5208845429363197,1.0,298.40562039016197,0.08340938718392739,0.11374530052333248,0.0,0.0,0.0,-0.11374530052333248,0.11388708941046584,0.5406473138198069,0.0
4,4,3,Grid -> Load; Grid -> Battery (arbitrage),0.0,1.2012242683317953,3.2012242683317953,0.0,2.0,0.0,0.6168845429363197,1.0,298.57456767704326,0.08247273180730391,0.26401371053716083,0.0,0.0,0.0,-0.26401371053716083,0.2598785511670834,0.8046610243569677,0.0
5,5,1,PV -> Load; excess PV -> Grid (sell),0.0,1.6457434472979302,1.6457434472979302,0.0,0.0,0.0,0.6168845429363197,1.0,298.57456767704326,0.08173686953133452,0.13451791743383965,0.0,0.0,0.0,-0.13451791743383965,0.1347614290543539,0.9391789417908074,0.0
6,6,0,PV -> Load; excess PV -> Battery,0.02555608958444414,1.5024985950864072,1.476942505501963,0.0,0.0,0.0,0.6168845429363197,1.0,298.57456767704326,0.0788624882488378,0.11647536098435762,0.0,0.0,0.0,-0.11647536098435762,0.1250437858223858,1.055654302775165,0.0
7,7,2,Battery -> Load; Grid supplements if needed,0.043048417732596676,5.030859701742024,0.0,0.0,0.0,5.030859701742024,0.3492856226308928,1.0,299.71800404432486,0.07694337934748041,0.0,0.0,0.0,0.0,0.0,0.009053150093273708,1.055654302775165,0.0
8,8,2,Battery -> Load; Grid supplements if needed,0.06462776240865938,4.882460768524158,0.19589106306337456,0.0,0.0,4.6865697054607836,0.10000000000000003,1.0,300.8780449239041,0.08112850668857981,0.015892349419969993,0.0,0.0,0.0,-0.015892349419969993,0.022682503613014212,1.0715466521951351,0.0
9,9,2,Battery -> Load; Grid supplements if needed,0.08679099253779478,1.683974704392894,1.6839747043928937,0.0,0.0,5.218048215738235e-16,0.1,1.0,300.8780449239041,0.13846412147135345,0.23317007802374415,0.0,0.0,0.0,-0.23317007802374415,0.2257012524755001,1.3047167302188794,0.0
