step,hour,action,action_description,pv_power_kw,load_kw,grid_import_kw,grid_export_kw,battery_charge_kw,battery_discharge_kw,soc,soh,battery_temp_k,grid_price,cost_grid_import,revenue_grid_export,soc_penalty,thermal_penalty,reward,td_error,cumulative_cost,cumulative_revenue
10,10,2,Battery -> Load; Grid supplements if needed,0.10523185681127746,1.6414800866517025,0.0,0.0,0.0,1.6414800866517025,0.10868722943342009,1.0,299.6835026543463,0.14248170459649723,0.0,0.0,0.0,0.0,0.0,0.20099957346594766,1.5207744863112909,0.0
11,11,3,Grid -> Load; Grid -> Battery (arbitrage),0.11722653629029267,1.4817264177768465,3.4817264177768465,0.0,2.0,0.0,0.2046872294334201,1.0,299.87600266152924,0.24063376334415232,0.8378209308443969,0.0,0.0,0.0,-0.8378209308443969,0.4600598759909694,2.358595417155688,0.0
12,12,2,Battery -> Load; Grid supplements if needed,0.08571878268920424,2.4166204813146575,0.4485005679663596,0.0,0.0,1.9681199133482978,0.1,1.0,300.0805841072283,0.2377641169450106,0.1066373414918572,0.0,0.0,0.0,-0.1066373414918572,0.5976706504560514,2.465232758647545,0.0
13,13,2,Battery -> Load; Grid supplements if needed,0.12287266260933362,2.446496292391213,2.446496292391213,0.0,0.0,0.0,0.1,1.0,300.0805841072283,0.24080317578852348,0.5891240767626521,0.0,0.0,0.0,-0.5891240767626521,0.4373837379270942,3.0543568354101973,0.0
14,14,1,PV -> Load; excess PV -> Grid (sell),0.11872033060179682,1.3802061686363025,1.2614858380345058,0.0,0.0,0.0,0.1,1.0,300.0805841072283,0.1421275414244134,0.17929188070156005,0.0,0.0,0.0,-0.17929188070156005,0.15115613393188032,3.2336487161117575,0.0
15,15,0,PV -> Load; excess PV -> Battery,0.0306683208453289,1.503984622386081,1.4733163015407522,0.0,0.0,0.0,0.1,1.0,300.0805841072283,0.14053256034884412,0.20704891205921158,0.0,0.0,0.0,-0.20704891205921158,0.4724811473789938,3.440697628170969,0.0
16,16,0,PV -> Load; excess PV -> Battery,0.03769795499488382,1.407574842044918,1.369876887050034,0.0,0.0,0.0,0.1,1.0,300.0805841072283,0.13765229270615878,0.18856669422761288,0.0,0.0,0.0,-0.18856669422761288,0.7364381908306128,3.629264322398582,0.0
17,17,2,Battery -> Load; Grid supplements if needed,0.07870839479204703,1.5878313780813063,1.5878313780813063,0.0,0.0,0.0,0.1,1.0,300.0805841072283,0.2407869869990193,0.38232913339069835,0.0,0.0,0.0,-0.38232913339069835,0.7135326445145731,4.0115934557892805,0.0
18,18,0,PV -> Load; excess PV -> Battery,0.058208273426280335,5.446079713801188,5.387871440374908,0.0,0.0,0.0,0.1,1.0,300.0805841072283,0.2410710051141639,1.298859583557077,0.0,0.0,0.0,-1.298859583557077,0.8694190318806103,5.310453039346358,0.0
19,19,2,Battery -> Load; Grid supplements if needed,0.03871959616263759,5.446906440409096,5.446906440409096,0.0,0.0,0.0,0.1,1.0,300.0805841072283,0.24247286212792932,1.320726994349045,0.0,0.0,0.0,-1.320726994349045,0.29773703101236215,6.6311800336954025,0.0
20,20,2,Battery -> Load; Grid supplements if needed,0.023068944457855043,5.730587950630299,5.730587950630299,0.0,0.0,0.0,0.1,1.0,300.0805841072283,0.14216610326797763,0.8146953583755353,0.0,0.0,0.0,-0.8146953583755353,0.13515507221794099,7.4458753920709375,0.0
21,21,2,Battery -> Load; Grid supplements if needed,0.0,1.3911420716171916,1.3911420716171916,0.0,0.0,0.0,0.1,1.0,300.0805841072283,0.07727522746109698,0.10750082001492015,0.0,0.0,0.0,-0.10750082001492015,0.10102097292417583,7.553376212085857,0.0
22,22,2,Battery -> Load; Grid supplements if needed,0.0,1.2648126168081804,1.2648126168081804,0.0,0.0,0.0,0.1,1.0,300.0805841072283,0.07850668593139112,0.09929624686982076,0.0,0.0,0.0,-0.09929624686982076,0.0919072110227589,7.652672458955678,0.0
23,23,2,Battery -> Load; Grid supplements if needed,0.0,1.554932278861117,1.554932278861117,0.0,0.0,0.0,0.1,1.0,300.0805841072283,0.08181713938386,0.12722011099204308,0.0,0.0,0.0,-0.12722011099204308,0.14665324721684744,7.779892569947721,0.0
